trophicDiet,trophicOrig,Picture,rachelSpp,rachelCommon,trophicLevel,trophicLevel.se,spp,common,phylum,taxLvl,species,genus,family,order,class,superclass,subphylum,kingdom,raw.spp,isSpecies,correctSpp
y,y,y,Citharichthys arctifrons,Gulf stream flounder,3.29,0.14,Citharichthys arctifrons,Gulf Stream flounder,Chordata,Species,Citharichthys arctifrons,Citharichthys,Paralichthyidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,CITHARICHTHYS ARCTIFROS,TRUE,TRUE
n,y,n,Citharichthys arenaceus,sand whiff,3.45,0.56,Citharichthys arenaceus,sand whiff,Chordata,Species,Citharichthys arenaceus,Citharichthys,Paralichthyidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,CITHARICHTHYS AREACEUS,TRUE,TRUE
NA,NA,y,Citharichthys cornutus,horned whiff,NA,NA,Citharichthys cornutus,horned whiff,Chordata,Species,Citharichthys cornutus,Citharichthys,Paralichthyidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,CITHARICHTHYS CORNUTUS,TRUE,TRUE
NA,NA,y,Citharichthys cornutus,horned whiff,NA,NA,Citharichthys cornutus,horned whiff,Chordata,Species,Citharichthys cornutus,Citharichthys,Paralichthyidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,CITHARICHTHYS CORUTUS,TRUE,TRUE
NA,NA,n,Citharichthys dinoceros,spined whiff,NA,NA,Citharichthys dinoceros,true soft corals,Chordata,Species,Citharichthys dinoceros,Citharichthys,Paralichthyidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,CITHARICHTHYS DIOCEROS,TRUE,TRUE
NA,NA,y,Citharichthys macrops,spotted whiff,NA,NA,Citharichthys macrops,spotted whiff,Chordata,Species,Citharichthys macrops,Citharichthys,Paralichthyidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,CITHARICHTHYS MACROPS,TRUE,TRUE
y,y,y,Citharichthys sordidus,Pacific sanddab,3.46,0.35,Citharichthys sordidus,Pacific sanddab,Chordata,Species,Citharichthys sordidus,Citharichthys,Paralichthyidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Citharichthys sordidus,TRUE,TRUE
n,y,y,Citharichthys spilopterus,bay whiff,3.57,0.58,Citharichthys spilopterus,bay whiff,Chordata,Species,Citharichthys spilopterus,Citharichthys,Paralichthyidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,CITHARICHTHYS SPILOPTERUS,TRUE,TRUE
n,y,y,Citharichthys stigmaeus,speckled sanddab,3.4,0.52,Citharichthys stigmaeus,speckled sanddab,Chordata,Species,Citharichthys stigmaeus,Citharichthys,Paralichthyidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Citharichthys stigmaeus,TRUE,TRUE
NA,NA,n,Citharichthys xanthostigma,longfin sanddab,NA,NA,Citharichthys xanthostigma,brusksj_rose,Chordata,Species,Citharichthys xanthostigma,Citharichthys,Paralichthyidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Citharichthys xanthostigma,TRUE,TRUE
,,,,,NA,NA,Cladaster,NA,Echinodermata,Genus,NA,Cladaster,Goniasteridae,Valvatida,Asteroidea,NA,Asterozoa,Animalia,Cladaster sp.,FALSE,TRUE
NA,NA,NA,Cladaster validus,NA,NA,NA,Cladaster validus,NA,Echinodermata,Species,Cladaster validus,Cladaster,Goniasteridae,Valvatida,Asteroidea,NA,Asterozoa,Animalia,Cladaster validus,TRUE,TRUE
NA,NA,NA,NA,NA,NA,NA,Clathria incrustans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clavularia incrustans,TRUE,TRUE
,,,,,NA,NA,Clavularia,NA,Cnidaria,Genus,NA,Clavularia,Clavulariidae,Alcyonacea,Anthozoa,NA,Anthozoa,Animalia,Clavularia sp.,FALSE,TRUE
,,,,,NA,NA,Clavularia,NA,Cnidaria,Genus,NA,Clavularia,Clavulariidae,Alcyonacea,Anthozoa,NA,Anthozoa,Animalia,Clavularia sp. cf. evagorgiacrustans (Bayer et al.),FALSE,TRUE
,,,,,NA,NA,Clavularia,NA,Cnidaria,Genus,NA,Clavularia,Clavulariidae,Alcyonacea,Anthozoa,NA,Anthozoa,Animalia,Clavularia spp.,FALSE,TRUE
,,,,,NA,NA,Clavus,true soft corals,Mollusca,genus,NA,Clavus,Drilliidae,NA,Gastropoda,NA,NA,Animalia,CLAVUS,FALSE,TRUE
,,,,,NA,NA,Clibanarius,NA,Arthropoda,genus,NA,Clibanarius,Diogenidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,CLIBAARIUS,FALSE,TRUE
NA,NA,y,Clibanarius vittatus,thinstripe hermit,NA,NA,Clibanarius vittatus,dead man's fingers,Arthropoda,Species,Clibanarius vittatus,Clibanarius,Diogenidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,CLIBANARIUS VITTATUS,TRUE,TRUE
,,,,,NA,NA,Cliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLIIDAE,FALSE,TRUE
,,,,,NA,NA,Clinocardium,Nuttall cockle,Mollusca,Genus,NA,Clinocardium,Cardiidae,Veneroida,Bivalvia,NA,NA,Animalia,Clinocardium sp.,FALSE,TRUE
NA,NA,NA,Clinocardium blandum,low-rib cockle,NA,NA,Clinocardium blandum,smooth cockle,Mollusca,Species,Clinocardium blandum,Clinocardium,Cardiidae,Veneroida,Bivalvia,NA,NA,Animalia,Clinocardium blandum,TRUE,TRUE
NA,NA,NA,Clinocardium californiense,Aleutian cockle,NA,NA,Clinocardium californiense,california cockle,Mollusca,Species,Clinocardium californiense,Clinocardium,Cardiidae,Veneroida,Bivalvia,NA,NA,Animalia,Clinocardium californiense,TRUE,TRUE
NA,NA,NA,Clinocardium ciliatum,hairy cockle,NA,NA,Clinocardium ciliatum,hairy cockle,Mollusca,Species,Clinocardium ciliatum,Clinocardium,Cardiidae,Veneroida,Bivalvia,NA,NA,Animalia,Clinocardium ciliatum,TRUE,TRUE
NA,NA,NA,Clinocardium nuttallii,nuttall cockle,NA,NA,Clinocardium nuttallii,Nuttall cockle,Mollusca,Species,Clinocardium nuttallii,Clinocardium,Cardiidae,Veneroida,Bivalvia,NA,NA,Animalia,Clinocardium nuttallii,TRUE,TRUE
n,y,y,Clinocottus acuticeps,sharpnose sculpin,3.5,0.37,Clinocottus acuticeps,sharpnose sculpin,Chordata,Species,Clinocottus acuticeps,Clinocottus,Cottidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Clinocottus acuticeps,TRUE,TRUE
NA,NA,n,Clinopegma magnum,helmet whelk,NA,NA,Clinopegma magnum,helmet whelk,Mollusca,Species,Clinopegma magnum,Clinopegma,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Animalia,Clinopegma magnum,TRUE,TRUE
,,,,,NA,NA,Cliona,Roter Bohrschwamm,Porifera,Genus,NA,Cliona,Clionaidae,Hadromerida,Demospongiae,NA,NA,Animalia,Cliona sp. A (Clark 2006),FALSE,TRUE
y,y,y,Clupea harengus,Atlantic herring,3.38,0.13,Clupea harengus,Atlantic herring,Chordata,Species,Clupea harengus,Clupea,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,CLUPEA HAREGUS,TRUE,TRUE
y,y,y,Clupea harengus,Atlantic herring,3.38,0.13,Clupea harengus,Atlantic herring,Chordata,Species,Clupea harengus,Clupea,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,CLUPEA HARENGUS,TRUE,TRUE
y,y,y,Clupea pallasii pallasii,Pacific herring,3.16,0.19,Clupea pallasii,Pacific herring,Chordata,Species,Clupea pallasii pallasii,Clupea,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Clupea pallasi,TRUE,TRUE
,,,,,NA,NA,Clupeidae,herrings,Chordata,Family,NA,NA,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,CLUPEIDAE,FALSE,TRUE
,,,,,NA,NA,Clypeaster,Sea urchin,Echinodermata,Genus,NA,Clypeaster,Clypeasteridae,Clypeasteroida,Echinoidea,NA,Echinozoa,Animalia,CLYPEASTER,FALSE,TRUE
NA,NA,NA,Clypeaster ravenelii,NA,NA,NA,Clypeaster ravenelii,NA,Echinodermata,Species,Clypeaster ravenelii,Clypeaster,Clypeasteridae,Clypeasteroida,Echinoidea,NA,Echinozoa,Animalia,CLYPEASTER RAVEELII,TRUE,TRUE
,,,,,NA,NA,Clypeasteroida,sand dollars,Echinodermata,Order,NA,NA,NA,Clypeasteroida,Echinoidea,NA,Echinozoa,Animalia,CLYPEASTEROIDA,FALSE,TRUE
,,,,,NA,NA,Clypeastridae,African pompano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLYPEASTRIDAE,FALSE,TRUE
,,,,,NA,NA,Cnemidocarpa,brusksj_rose,Chordata,genus,NA,Cnemidocarpa,Styelidae,Stolidobranchia,Ascidiacea,NA,Tunicata,Metazoa,Cnemidocarpa spp.,FALSE,TRUE
NA,NA,y,Cnemidocarpa finmarkiensis,shiny red sea squirt,NA,NA,Cnemidocarpa finmarkiensis,NA,Chordata,Species,Cnemidocarpa finmarkiensis,Cnemidocarpa,Styelidae,Pleurogona,Ascidiacea,NA,Urochordata,Animalia,Cnemidocarpa finmarkiensis,TRUE,TRUE
,,,,,NA,NA,Cnidaria,cnidarians,Cnidaria,Phylum,NA,NA,NA,NA,NA,NA,NA,Animalia,Cnidaria,FALSE,TRUE
,,,,,NA,NA,Coelenterata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COELETERATA,FALSE,TRUE
NA,NA,n,Coelocerus spinosus,channelnose spider crab,NA,NA,Coelocerus spinosus,channelnose spider crab,Arthropoda,Species,Coelocerus spinosus,Coelocerus,Pisidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,COELOCERUS SPINOSUS,TRUE,TRUE
NA,NA,n,Coelocerus spinosus,channelnose spider crab,NA,NA,Coelocerus spinosus,channelnose spider crab,Arthropoda,Species,Coelocerus spinosus,Coelocerus,Pisidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,COELOCERUS SPIOSUS,TRUE,TRUE
y,y,n,Coelorinchus caelorinchus,hollowsnout grenadier,3.49,0.24,Coelorhynchus carminatus,NA,Chordata,Species,Coelorinchus caelorinchus,Coelorinchus,Macrouridae,Gadiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,COELORHYNCHUS CARMINATUS,TRUE,TRUE
n,y,n,Coelorinchus scaphopsis,shoulderspot grenadier,3.55,0.55,Coelorinchus scaphopsis,NA,Chordata,Species,Coelorinchus scaphopsis,Coelorinchus,Macrouridae,Gadiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Coelorinchus scaphopsis,TRUE,TRUE
,,,,,NA,NA,Coelosphaeridae,NA,Porifera,Family,NA,NA,Coelosphaeridae,Poecilosclerida,Demospongiae,NA,NA,Animalia,Coelosphaeridae,FALSE,TRUE
NA,NA,NA,Issena pacifica,NA,NA,NA,Colga pacifica,NA,Mollusca,Species,Issena pacifica,Issena,Polyceridae,Nudibranchia,Gastropoda,NA,NA,Animalia,Colga pacifica,TRUE,TRUE
,,,,,NA,NA,Collodes,longnose lancetfish,Arthropoda,genus,NA,Collodes,Inachoididae,Decapoda,Malacostraca,NA,Crustacea,Animalia,COLLODES,FALSE,TRUE
NA,NA,NA,Collodes leptocheles,NA,NA,NA,Collodes leptocheles,slickheads,Arthropoda,Species,Collodes leptocheles,Collodes,Inachoididae,Decapoda,Malacostraca,NA,Crustacea,Animalia,COLLODES LEPTOCHELES,TRUE,TRUE
NA,NA,NA,Collodes robustus,NA,NA,NA,Collodes robustus,NA,Arthropoda,Species,Collodes robustus,Collodes,Inachoididae,Decapoda,Malacostraca,NA,Crustacea,Animalia,COLLODES ROBUSTUS,TRUE,TRUE
n,y,y,Cololabis saira,Pacific saury,3.71,0.44,Cololabis saira,Pacific saury,Chordata,Species,Cololabis saira,Cololabis,Scomberesocidae,Beloniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Cololabis saira,TRUE,TRUE
,,,,,NA,NA,Colossendeis,Giant Sea Spider,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colossendeis sp.,FALSE,TRUE
NA,NA,NA,Hedgpethia dofleini,NA,NA,NA,Colossendeis dofleini,NA,Arthropoda,Species,Hedgpethia dofleini,Hedgpethia,Colossendiedae,Pantopoda,Pycnogonida,NA,Chelicerata,Animalia,Colossendeis dofleini,TRUE,TRUE
NA,NA,NA,Colossendeis microsetosa,NA,NA,NA,Colossendeis microsetosa,NA,Arthropoda,Species,Colossendeis microsetosa,Colossendeis,Colossendiedae,Pantopoda,Pycnogonida,NA,Chelicerata,Animalia,Colossendeis microsetosa,TRUE,TRUE
,,,,,NA,NA,Colus,true whelks,Mollusca,Genus,NA,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Animalia,COLUS  SP.,FALSE,TRUE
,,,,,NA,NA,Colus,true whelks,Mollusca,Genus,NA,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Animalia,Colus sp.,FALSE,TRUE
,,,,,NA,NA,Colus,true whelks,Mollusca,Genus,NA,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Animalia,COLUS SP.,FALSE,TRUE
,,,,,NA,NA,Colus,true whelks,Mollusca,Genus,NA,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Animalia,Colus spp.,FALSE,TRUE
NA,NA,NA,Colus aphelus,oblique whelk,NA,NA,Colus aphelus,oblique whelk,Mollusca,Species,Colus aphelus,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Animalia,Colus aphelus,TRUE,TRUE
NA,NA,NA,Neptunea brevicauda,thick-ribbed whelk,NA,NA,Colus brevicauda,thick-ribbed whelk,Mollusca,Species,Neptunea brevicauda,Neptunea,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Animalia,Colus spitzbergensis,TRUE,TRUE
NA,NA,NA,Neptunea brevicauda,thick-ribbed whelk,NA,NA,Colus brevicauda,thick-ribbed whelk,Mollusca,Species,Neptunea brevicauda,Neptunea,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Animalia,COLUS SPITZBERGENSIS,TRUE,TRUE
NA,NA,NA,Colus calathus,NA,NA,NA,Colus calathus,NA,Mollusca,Species,Colus calathus,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Animalia,Colus calathus,TRUE,TRUE
NA,NA,NA,Colus dautzenbergi,NA,NA,NA,Colus dautzenbergii,NA,Mollusca,Species,Colus dautzenbergi,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Animalia,Colus datuzenbergii,TRUE,TRUE
NA,NA,NA,Colus esychus,NA,NA,NA,Colus esychus,NA,Mollusca,Species,Colus esychus,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Animalia,Colus esychus,TRUE,TRUE
NA,NA,NA,Latisipho hallii,NA,NA,NA,Colus halli,snail,Mollusca,Species,Latisipho hallii,Latisipho,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Animalia,Colus halli,TRUE,TRUE
NA,NA,NA,Colus herendeenii,thin-ribbed whelk,NA,NA,Colus herendeenii,thin-ribbed whelk,Mollusca,Species,Colus herendeenii,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Animalia,Colus herendeenii,TRUE,TRUE
NA,NA,NA,Colus aphelus,oblique whelk,NA,NA,Colus hypolispus,oblique whelk,Mollusca,Species,Colus aphelus,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Animalia,Colus hypolispus,TRUE,TRUE
NA,NA,NA,Colus jordani,NA,NA,NA,Colus jordani,NA,Mollusca,Species,Colus jordani,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Animalia,Colus jordani,TRUE,TRUE
NA,NA,NA,Colus martensi,NA,NA,NA,Colus martensi,Agassiz' slickhead,Mollusca,Species,Colus martensi,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Animalia,Colus martensi,TRUE,TRUE
NA,NA,NA,Colus ombronius,shady whelk,NA,NA,Colus ombronius,shady whelk,Mollusca,Species,Colus ombronius,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Animalia,Colus ombronius,TRUE,TRUE
NA,NA,NA,Colus periscelidus,garter whelk,NA,NA,Colus periscelidus,garter whelk,Mollusca,Species,Colus periscelidus,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Animalia,Colus periscelidus,TRUE,TRUE
NA,NA,NA,Colus roseus,rosy whelk,NA,NA,Colus roseus,rosy whelk,Mollusca,Species,Colus roseus,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Animalia,Colus roseus,TRUE,TRUE
,,,Comactinia meridionalis,NA,NA,NA,Comactinia meridionalis,Baird's smoothhead,Echinodermata,Species,Comactinia meridionalis,Comactinia,Comatulidae,Comatulida,Crinoidea,NA,NA,Animalia,COMACTIIA MERIDIOALIS,TRUE,TRUE
,,,Compressidens stearnsii,NA,NA,NA,Compressidens stearnsii,stearns toothshell,Mollusca,Species,Compressidens stearnsii,Compressidens,NA,Gadilida,Scaphopoda,NA,NA,Animalia,Compressidens stearnsii,TRUE,TRUE
,,,,,NA,NA,Conger,lancetfishes,Chordata,genus,NA,Conger,Congridae,Anguilliformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,COGER,FALSE,TRUE
y,y,y,Conger oceanicus,American conger,4.5,0.77,Conger oceanicus,American conger,Chordata,Species,Conger oceanicus,Conger,Congridae,Anguilliformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,COGER OCEAICUS,TRUE,TRUE
y,y,y,Conger oceanicus,American conger,4.5,0.77,Conger oceanicus,American conger,Chordata,Species,Conger oceanicus,Conger,Congridae,Anguilliformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,CONGER OCEANICUS,TRUE,TRUE
,,,,,NA,NA,Congridae,conger eels,Chordata,Family,NA,NA,Congridae,Anguilliformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,CONGRIDAE,FALSE,TRUE
,,,,,NA,NA,Conidae,shortnose lancetfish,Mollusca,family,NA,NA,Conidae,NA,Gastropoda,NA,NA,Metazoa,COIDAE,FALSE,TRUE
NA,NA,n,Conocara salmonea,salmon smooth-head,NA,NA,Conocara salmonea,NA,Chordata,Species,Conocara salmonea,Conocara,Alepocephalidae,Alepocephaliformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,CONOCARA SALMONEA,TRUE,TRUE
NA,NA,NA,NA,NA,NA,NA,Conocephalus nasutus,NA,Arthropoda,Species,Euconocephalus nasutus,Euconocephalus,Tettigoniidae,Orthoptera,Insecta,NA,Hexapoda,Animalia,OGCOCEPHALUS ASUTUS,TRUE,TRUE
y,y,y,Conodon nobilis,barred grunt,3.61,0.32,Conodon nobilis,barred grunt,Chordata,Species,Conodon nobilis,Conodon,Haemulidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,CONODON NOBILIS,TRUE,TRUE
,,,,,NA,NA,Conus,cone snails,Mollusca,Genus,NA,Conus,Conidae,Neogastropoda,Gastropoda,NA,NA,Animalia,COUS,FALSE,TRUE
NA,NA,NA,Conus austini,NA,NA,NA,Conus austini,NA,Mollusca,Species,Conus austini,Conus,Conidae,Neogastropoda,Gastropoda,NA,NA,Animalia,COUS AUSTII,TRUE,TRUE
NA,NA,NA,NA,NA,NA,NA,Coodo obilis,barred grunt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COODO OBILIS,TRUE,TRUE
,,,,,NA,NA,Copepoda,copepods,Arthropoda,Subclass,NA,NA,NA,NA,Maxillopoda,NA,Crustacea,Animalia,COPEPODA,FALSE,TRUE
,,,,,NA,NA,Corallimorphus,false coral,Cnidaria,Genus,NA,Corallimorphus,Corallimorphidae,Corallimorpharia,Anthozoa,NA,Anthozoa,Animalia,Corallimorphus sp.,FALSE,TRUE
,,,,,NA,NA,Corallimorphus,false coral,Cnidaria,Genus,NA,Corallimorphus,Corallimorphidae,Corallimorpharia,Anthozoa,NA,Anthozoa,Animalia,Corallimorphus spp.,FALSE,TRUE
,,,,,NA,NA,Corbulidae,korfschelpen,Mollusca,Family,NA,NA,Corbulidae,Myoida,Bivalvia,NA,NA,Animalia,CORBULIDAE,FALSE,TRUE
,,,,,NA,NA,Coronaster,NA,Echinodermata,Genus,NA,Coronaster,Asteriidae,Forcipulatida,Asteroidea,NA,Asterozoa,Animalia,COROASTER,FALSE,TRUE
y,y,y,Scorpaena brasiliensis,barbfish,3.76,0.37,Corupaia brasiliensis,NA,Chordata,Species,Scorpaena brasiliensis,Scorpaena,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SCORPAEA BRASILIESIS,TRUE,TRUE
y,n,y,Coryphaena hippurus,common dolphinfish,4.26,0.71,Coryphaena hippunus,NA,Chordata,Species,Coryphaena hippurus,Coryphaena,Coryphaenidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,CORYPHAEA HIPPURUS,TRUE,TRUE
,,,,,NA,NA,Coryphaenoides,Pacifisk langhale,Chordata,Genus,NA,Coryphaenoides,Macrouridae,Gadiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,CORYPHAENOIDES SP,TRUE,TRUE
,,,,,NA,NA,Coryphaenoides,Pacifisk langhale,Chordata,Genus,NA,Coryphaenoides,Macrouridae,Gadiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Coryphaenoides sp.,FALSE,TRUE
n,y,y,Coryphaenoides acrolepis,Pacific grenadier,3.8,0.54,Coryphaenoides acrolepis,Pacific grenadier,Chordata,Species,Coryphaenoides acrolepis,Coryphaenoides,Macrouridae,Gadiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Coryphaenoides acrolepis,TRUE,TRUE
n,y,n,Coryphaenoides carapinus,carapine grenadier,3.49,0.38,Coryphaenoides carapinus,NA,Chordata,Species,Coryphaenoides carapinus,Coryphaenoides,Macrouridae,Gadiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,CORYPHAENOIDES CARAPINUS,TRUE,TRUE
y,n,n,Coryphaenoides cinereus,popeye grenadier,3.54,0.42,Coryphaenoides cinereus,popeye grenadier,Chordata,Species,Coryphaenoides cinereus,Coryphaenoides,Macrouridae,Gadiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Coryphaenoides cinereus,TRUE,TRUE
n,y,n,Coryphaenoides filifer,filamented rattail,4.5,0.37,Coryphaenoides filifer,filamented rattail,Chordata,Species,Coryphaenoides filifer,Coryphaenoides,Macrouridae,Gadiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Coryphaenoides filifer,TRUE,TRUE
n,y,n,Coryphaenoides guentheri,gunther's grenadier,3.26,0.42,Coryphaenoides guentheri,Guenther's grenadier,Chordata,Species,Coryphaenoides guentheri,Coryphaenoides,Macrouridae,Gadiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,CORYPHAENOIDES GUENTHERI,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,
n,y,n,Coryphaenoides rupestris,roundnose grenadier,3.54,0.49,Coryphaenoides rupestris,rock grenadier,Chordata,Species,Coryphaenoides rupestris,Coryphaenoides,Macrouridae,Gadiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,CORYPHAENOIDES RUPESTRIS,TRUE,TRUE
NA,NA,y,Coryphopterus punctipectophorus,spotted goby,NA,NA,Coryphopterus punctipectophorus,spotted goby,Chordata,Species,Coryphopterus punctipectophorus,Coryphopterus,Gobiidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,CORYPHOPTERUS PUCTIPECTOPHORUS,TRUE,TRUE
NA,NA,NA,Costazia ventricosa,NA,NA,NA,Costazia ventricosa,NA,Bryozoa,Species,Costazia ventricosa,Costazia,Celleporidae,Cheilostomata,Gymnolaemata,NA,NA,Animalia,Costazia ventricosa,TRUE,TRUE
,,,,,NA,NA,Cottidae,sculpins,Chordata,Family,NA,NA,Cottidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Cottidae,FALSE,TRUE
,,,,,NA,NA,Cottidae,sculpins,Chordata,Family,NA,NA,Cottidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,COTTIDAE,FALSE,TRUE
,,,,,NA,NA,Cottunculus,Paddeulk,Chordata,Genus,NA,Cottunculus,Psychrolutidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,COTTUNCULUS  SP.,FALSE,TRUE
y,y,y,Cottunculus microps,polar sculpin,4.14,0.22,Cottunculus microps,polar sculpin,Chordata,Species,Cottunculus microps,Cottunculus,Psychrolutidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,COTTUNCULUS MICROPS,TRUE,TRUE
n,y,NA,Cottunculus thompsonii,pallid sculpin,3.5,0.44,Cottunculus thompsoni,NA,Chordata,Species,Cottunculus thompsonii,Cottunculus,Psychrolutidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,COTTUNCULUS THOMPSONI,TRUE,TRUE
,,,,,NA,NA,Crab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRAB,FALSE,FALSE
n,y,y,Cranchia scabra,rough cranch squid,3.57,0.49,Cranchia scabra,NA,Mollusca,Species,Cranchia scabra,Cranchia,Cranchiidae,Teuthida,Cephalopoda,NA,NA,Animalia,Cranchia scabra,TRUE,TRUE
,,,,,NA,NA,Cranchiidae,NA,Mollusca,Family,NA,NA,Cranchiidae,Teuthida,Cephalopoda,NA,NA,Animalia,Cranchiidae,FALSE,TRUE
,,,,,NA,NA,Crangon,shrimps,Arthropoda,Genus,NA,Crangon,Crangonidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,CRANGON  SP.,FALSE,TRUE
,,,,,NA,NA,Crangon,shrimps,Arthropoda,Genus,NA,Crangon,Crangonidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,Crangon sp.,FALSE,TRUE
,,,,,NA,NA,Crangon,shrimps,Arthropoda,Genus,NA,Crangon,Crangonidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,CRANGON SP.,FALSE,TRUE
,,,,,NA,NA,Crangon,shrimps,Arthropoda,Genus,NA,Crangon,Crangonidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,Crangon spp.,FALSE,TRUE
NA,NA,NA,Neocrangon abyssorum,abyssal crangon,NA,NA,Crangon abyssorum,abyssal crangon,Arthropoda,Species,Neocrangon abyssorum,Neocrangon,Crangonidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,Crangon abyssorum,TRUE,TRUE
NA,NA,y,Crangon alaskensis,Alaska shrimp,NA,NA,Crangon alaskensis,Alaska bay shrimp,Arthropoda,Species,Crangon alaskensis,Crangon,Crangonidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,Crangon alaskensis,TRUE,TRUE
NA,NA,y,Neocrangon communis,twospine crangon,NA,NA,Crangon communis,gray shrimp,Arthropoda,Species,Neocrangon communis,Neocrangon,Crangonidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,Crangon communis,TRUE,TRUE
NA,NA,y,Crangon dalli,ridged crangon,NA,NA,Crangon dalli,ridged crangon,Arthropoda,Species,Crangon dalli,Crangon,Crangonidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,Crangon dalli,TRUE,TRUE
