"","Taxon","variable","value","Year"
"1851","Lyconectes aleutensis","X1989",1,1989
"1852","Cryptacanthodes giganteus","X1989",1,1989
"1853","Stichaeidae","X1989",1,1989
"1854","Eumesogrammus praecisus","X1989",1,1989
"1855","Stichaeus punctatus","X1989",3,1989
"1856","Lumpenus sp.","X1989",2,1989
"1857","Lumpenus maculatus","X1989",3,1989
"1858","Lumpenus medius","X1989",3,1989
"1859","Lumpenus fabricii","X1989",3,1989
"1860","Lumpenus sagitta","X1989",3,1989
"1861","Acantholumpenus mackayi","X1989",3,1989
"1862","Lumpenella longirostris","X1989",3,1989
"1863","Chirolophis sp.","X1989",3,1989
"1864","Chirolophis decoratus","X1989",3,1989
"1865","Chirolophis snyderi","X1989",3,1989
"1866","Poroclinus rothrocki","X1989",3,1989
"1867","Pholidae","X1989",3,1989
"1868","Zaprora silenus","X1989",1,1989
"1869","Zoarcidae","X1989",1,1989
"1870","Lycodes sp.","X1989",1,1989
"1871","Lycodes raridens","X1989",1,1989
"1872","Lycodes palearis","X1989",1,1989
"1873","Lycodes mucosus","X1989",3,1989
"1874","Lycodes polaris","X1989",3,1989
"1875","Lycodes turneri","X1989",3,1989
"1876","Lycodes brevipes","X1989",1,1989
"1877","Gymnelus viridis","X1989",3,1989
"1878","roundfish unident.","X1989",1,1989
"1879","Sebastes sp.","X1989",1,1989
"1880","Sebastes aleutianus","X1989",3,1989
"1881","Sebastes melanostictus","X1989",3,1989
"1882","Sebastes alutus","X1989",1,1989
"1883","dusky and dark rockfishes unid","X1989",1,1989
"1884","Sebastes variabilis","X1989",1,1989
"1885","Sebastes crameri","X1989",3,1989
"1886","Sebastes flavidus","X1989",3,1989
"1887","Sebastes polyspinis","X1989",1,1989
"1888","Sebastes variegatus","X1989",1,1989
"1889","fish eggs unident.","X1990",1,1990
"1890","fish larvae unident.","X1990",1,1990
"1891","fish unident.","X1990",1,1990
"1892","Petromyzontidae","X1990",1,1990
"1893","Lampetra tridentata","X1990",2,1990
"1894","Lamna ditropis","X1990",1,1990
"1895","Squalus acanthias","X1990",1,1990
"1896","Somniosus pacificus","X1990",1,1990
"1897","Rajidae unident.","X1990",1,1990
"1898","skate egg case unident.","X1990",1,1990
"1899","Bathyraja sp. egg case","X1990",1,1990
"1900","Raja sp.","X1990",3,1990
"1901","Raja binoculata","X1990",2,1990
"1902","Raja rhina","X1990",3,1990
"1903","Raja stellulata","X1990",3,1990
"1904","Bathyraja sp.","X1990",2,1990
"1905","Bathyraja abyssicola","X1990",3,1990
"1906","Bathyraja interrupta","X1990",3,1990
"1907","Bathyraja interrupta
egg case","X1990",3,1990
"1908","Bathyraja taranetzi","X1990",3,1990
"1909","Bathyraja parmifera","X1990",3,1990
"1910","Bathyraja aleutica","X1990",3,1990
"1911","Bathyraja parmifera
egg case","X1990",3,1990
"1912","Bathyraja maculata","X1990",3,1990
"1913","Bathyraja smirnovi","X1990",3,1990
"1914","Bathyraja violacea","X1990",3,1990
"1915","Pleuronectiformes","X1990",1,1990
"1916","Citharichthys sp.","X1990",3,1990
"1917","Citharichthys sordidus","X1990",3,1990
"1918","Atheresthes stomias","X1990",3,1990
"1919","Atheresthes sp.","X1990",1,1990
"1920","Atheresthes evermanni","X1990",3,1990
"1921","Reinhardtius hippoglossoides","X1990",1,1990
"1922","Hippoglossus stenolepis","X1990",1,1990
"1923","Hippoglossoides sp.","X1990",1,1990
"1924","Hippoglossoides elassodon","X1990",2,1990
"1925","Hippoglossoides robustus","X1990",2,1990
"1926","Lyopsetta exilis","X1990",3,1990
"1927","Lyopsetta glacialis","X1990",3,1990
"1928","Parophrys vetulus","X1990",3,1990
"1929","Microstomus pacificus","X1990",1,1990
"1930","Glyptocephalus zachirus","X1990",1,1990
"1931","Limanda aspera","X1990",1,1990
"1932","Limanda proboscidea","X1990",1,1990
"1933","Limanda sakhalinensis","X1990",1,1990
"1934","Platichthys stellatus","X1990",1,1990
"1935","Platichthys stellatus X Pleuronectes quadrituberculatus.","X1990",1,1990
"1936","Psettichthys melanostictus","X1990",3,1990
"1937","Lepidopsetta sp.","X1990",1,1990
"1938","Lepidopsetta polyxystra","X1990",3,1990
"1939","Lepidopsetta bilineata","X1990",3,1990
"1940","Isopsetta isolepis","X1990",3,1990
"1941","Pleuronectes quadrituberculatus","X1990",1,1990
"1942","Pleuronichthys sp.","X1990",3,1990
"1943","Agonidae","X1990",1,1990
"1944","Pallasina barbata","X1990",1,1990
"1945","Percis japonicus","X1990",1,1990
"1946","Leptagonus sp.","X1990",2,1990
"1947","Leptagonus leptorhynchus","X1990",2,1990
"1948","Leptagonus frenatus","X1990",2,1990
"1949","Agonopsis vulsa","X1990",3,1990
"1950","Odontopyxis trispinosa","X1990",3,1990
"1951","Bathyagonus sp.","X1990",2,1990
"1952","Bathyagonus alascanus","X1990",2,1990
"1953","Bathyagonus infraspinatus","X1990",3,1990
"1954","Bathyagonus pentacanthus","X1990",3,1990
"1955","Bathyagonus nigripinnis","X1990",3,1990
"1956","Podothecus accipenserinus","X1990",1,1990
"1957","Podothecus veternus","X1990",3,1990
"1958","Aspidophoroides bartoni","X1990",1,1990
"1959","Aspidophoroides olriki","X1990",2,1990
"1960","Anoplagonus inermis","X1990",3,1990
"1961","Chesnonia verrucosa","X1990",3,1990
"1962","Occella dodecaedron","X1990",1,1990
"1963","Hypsagonus quadricornis","X1990",1,1990
"1964","Ammodytes hexapterus","X1990",1,1990
"1965","Anarrhichthys ocellatus","X1990",3,1990
"1966","Anarhichas orientalis","X1990",1,1990
"1967","Anoplopoma fimbria","X1990",1,1990
"1968","Aulorhynchus flavidus","X1990",3,1990
"1969","Bathymasteridae","X1990",2,1990
"1970","Ronquilus jordani","X1990",3,1990
"1971","Bathymaster signatus","X1990",1,1990
"1972","Clupea pallasi","X1990",1,1990
"1973","Alosa sapidissima","X1990",3,1990
"1974","Cottidae","X1990",1,1990
"1975","Icelinus borealis","X1990",3,1990
"1976","Gymnocanthus sp.","X1990",2,1990
"1977","Gymnocanthus pistilliger","X1990",3,1990
"1978","Gymnocanthus tricuspis","X1990",3,1990
"1979","Gymnocanthus galeatus","X1990",3,1990
"1980","Gymnocanthus detrisus","X1990",3,1990
"1981","Radulinus asprellus","X1990",3,1990
"1982","Artediellus sp.","X1990",2,1990
"1983","Artediellus miacanthus","X1990",3,1990
"1984","Artediellus pacificus","X1990",2,1990
"1985","Artediellus scaber","X1990",3,1990
"1986","Malacocottus sp.","X1990",1,1990
"1987","Malacocottus kincaidi","X1990",3,1990
"1988","Malacocottus zonurus","X1990",1,1990
"1989","Hemilepidotus sp.","X1990",1,1990
"1990","Hemilepidotus gilberti","X1990",3,1990
"1991","Hemilepidotus spinosus","X1990",3,1990
"1992","Hemilepidotus zapus","X1990",3,1990
"1993","Hemilepidotus hemilepidotus","X1990",1,1990
"1994","Hemilepidotus jordani","X1990",1,1990
"1995","Hemilepidotus papilio","X1990",2,1990
"1996","Triglops sp.","X1990",1,1990
"1997","Triglops forficata","X1990",1,1990
"1998","Triglops metopias","X1990",3,1990
"1999","Triglops scepticus","X1990",2,1990
"2000","Triglops pingeli","X1990",2,1990
"2001","Triglops macellus","X1990",2,1990
"2002","Microcottus sellaris","X1990",3,1990
"2003","Myoxocephalus verrucosus","X1990",3,1990
"2004","Myoxocephalus polyacanthocephalus","X1990",3,1990
"2005","Myoxocephalus jaok","X1990",3,1990
"2006","Myoxocephalus stelleri","X1990",3,1990
"2007","Myoxocephalus sp.","X1990",1,1990
"2008","Myoxocephalus quadricornis","X1990",3,1990
"2009","Myoxocephalus scorpioides","X1990",3,1990
"2010","Megalocottus platycephalus","X1990",3,1990
"2011","Leptocottus armatus","X1990",3,1990
"2012","Enophrys sp.","X1990",1,1990
"2013","Enophrys lucasi","X1990",3,1990
"2014","Enophrys diceraus","X1990",1,1990
"2015","Dasycottus setiger","X1990",1,1990
"2016","Psychrolutes paradoxus","X1990",1,1990
"2017","Psychrolutes phrictus","X1990",3,1990
"2018","Blepsias bilobus","X1990",1,1990
"2019","Nautichthys pribilovius","X1990",1,1990
"2020","Nautichthys oculofasciatus","X1990",3,1990
"2021","Hemitripterus bolini","X1990",1,1990
"2022","Eurymen gyrinus","X1990",2,1990
"2023","Icelus spiniger","X1990",1,1990
"2024","Icelus canaliculatus","X1990",3,1990
"2025","Icelus euryops","X1990",3,1990
"2026","Icelus spatula","X1990",1,1990
"2027","Icelus sp.","X1990",1,1990
"2028","Trichodon trichodon","X1990",1,1990
"2029","Microgadus proximus","X1990",3,1990
"2030","Gadus macrocephalus","X1990",1,1990
"2031","Boreogadus saida","X1990",3,1990
"2032","Eleginus gracilis","X1990",1,1990
"2033","Theragra chalcogramma","X1990",1,1990
"2034","Gasterosteus aculeatus","X1990",1,1990
"2035","Pungitius pungitius","X1990",1,1990
"2036","Hexagrammidae","X1990",1,1990
"2037","Pleurogrammus monopterygius","X1990",1,1990
"2038","Hexagrammos sp.","X1990",1,1990
"2039","Hexagrammos octogrammus","X1990",3,1990
"2040","Hexagrammos stelleri","X1990",1,1990
"2041","Hexagrammos lagocephalus","X1990",3,1990
"2042","Hexagrammos decagrammus","X1990",2,1990
"2043","Icosteus aenigmaticus","X1990",1,1990
"2044","Cyclopterinae","X1990",1,1990
"2045","Aptocyclus ventricosus","X1990",1,1990
"2046","Eumicrotremus birulai","X1990",3,1990
"2047","Eumicrotremus orbis","X1990",1,1990
"2048","Eumicrotremus derjugini","X1990",3,1990
"2049","Eumicrotremus andriashevi","X1990",3,1990
"2050","Eumicrotremus sp.","X1990",3,1990
"2051","Cyclopteropsis phrynoides","X1990",3,1990
"2052","Liparidinae","X1990",1,1990
"2053","Crystallichthys cyclospilus","X1990",1,1990
"2054","Liparis sp.","X1990",1,1990
"2055","Liparis fucensis","X1990",3,1990
"2056","Liparis bristolense","X1990",3,1990
"2057","Liparis dennyi","X1990",3,1990
"2058","Liparis gibbus","X1990",1,1990
"2059","Liparis pulchellus","X1990",3,1990
"2060","Liparis ochotensis","X1990",3,1990
"2061","Liparis cyclopus","X1990",3,1990
"2062","Liparis rutteri","X1990",3,1990
"2063","Liparis tunicatus","X1990",3,1990
"2064","Elassodiscus sp.","X1990",3,1990
"2065","Careproctus sp.","X1990",1,1990
"2066","Careproctus melanurus","X1990",3,1990
"2067","Careproctus phasma","X1990",3,1990
"2068","Careproctus cypselurus","X1990",3,1990
"2069","Careproctus furcellus","X1990",3,1990
"2070","Careproctus scottae","X1990",3,1990
"2071","Careproctus gilberti","X1990",3,1990
"2072","Careproctus rastrinus","X1990",2,1990
"2073","Nectoliparis pelagicus","X1990",3,1990
"2074","Myctophidae","X1990",1,1990
"2075","Osmeridae","X1990",1,1990
"2076","Thaleichthys pacificus","X1990",1,1990
"2077","Mallotus villosus","X1990",1,1990
"2078","Osmerus mordax","X1990",1,1990
"2079","Salmonidae","X1990",1,1990
"2080","Oncorhynchus tshawytscha","X1990",1,1990
"2081","Oncorhynchus kisutch","X1990",1,1990
"2082","Oncorhynchus gorbuscha","X1990",1,1990
"2083","Oncorhynchus keta","X1990",1,1990
"2084","Oncorhynchus nerka","X1990",1,1990
"2085","Onchorynchus mykiss","X1990",1,1990
"2086","Salvelinus malma","X1990",1,1990
"2087","Lyconectes aleutensis","X1990",1,1990
"2088","Cryptacanthodes giganteus","X1990",1,1990
"2089","Stichaeidae","X1990",1,1990
"2090","Eumesogrammus praecisus","X1990",1,1990
"2091","Stichaeus punctatus","X1990",3,1990
"2092","Lumpenus sp.","X1990",2,1990
"2093","Lumpenus maculatus","X1990",3,1990
"2094","Lumpenus medius","X1990",3,1990
"2095","Lumpenus fabricii","X1990",3,1990
"2096","Lumpenus sagitta","X1990",3,1990
"2097","Acantholumpenus mackayi","X1990",3,1990
"2098","Lumpenella longirostris","X1990",3,1990
"2099","Chirolophis sp.","X1990",3,1990
"2100","Chirolophis decoratus","X1990",3,1990
"2101","Chirolophis snyderi","X1990",3,1990
"2102","Poroclinus rothrocki","X1990",3,1990
"2103","Pholidae","X1990",3,1990
"2104","Zaprora silenus","X1990",1,1990
"2105","Zoarcidae","X1990",1,1990
"2106","Lycodes sp.","X1990",1,1990
"2107","Lycodes raridens","X1990",1,1990
"2108","Lycodes palearis","X1990",1,1990
"2109","Lycodes mucosus","X1990",3,1990
"2110","Lycodes polaris","X1990",3,1990
"2111","Lycodes turneri","X1990",3,1990
"2112","Lycodes brevipes","X1990",1,1990
"2113","Gymnelus viridis","X1990",3,1990
"2114","roundfish unident.","X1990",1,1990
"2115","Sebastes sp.","X1990",1,1990
"2116","Sebastes aleutianus","X1990",3,1990
"2117","Sebastes melanostictus","X1990",3,1990
"2118","Sebastes alutus","X1990",1,1990
"2119","dusky and dark rockfishes unid","X1990",1,1990
"2120","Sebastes variabilis","X1990",1,1990
"2121","Sebastes crameri","X1990",3,1990
"2122","Sebastes flavidus","X1990",3,1990
"2123","Sebastes polyspinis","X1990",1,1990
"2124","Sebastes variegatus","X1990",1,1990
"2125","fish eggs unident.","X1991",1,1991
"2126","fish larvae unident.","X1991",1,1991
"2127","fish unident.","X1991",1,1991
"2128","Petromyzontidae","X1991",1,1991
"2129","Lampetra tridentata","X1991",2,1991
"2130","Lamna ditropis","X1991",1,1991
"2131","Squalus acanthias","X1991",1,1991
"2132","Somniosus pacificus","X1991",1,1991
"2133","Rajidae unident.","X1991",1,1991
"2134","skate egg case unident.","X1991",1,1991
"2135","Bathyraja sp. egg case","X1991",1,1991
"2136","Raja sp.","X1991",3,1991
"2137","Raja binoculata","X1991",2,1991
"2138","Raja rhina","X1991",3,1991
"2139","Raja stellulata","X1991",3,1991
"2140","Bathyraja sp.","X1991",2,1991
"2141","Bathyraja abyssicola","X1991",3,1991
"2142","Bathyraja interrupta","X1991",3,1991
"2143","Bathyraja interrupta
egg case","X1991",3,1991
"2144","Bathyraja taranetzi","X1991",3,1991
"2145","Bathyraja parmifera","X1991",3,1991
"2146","Bathyraja aleutica","X1991",3,1991
"2147","Bathyraja parmifera
egg case","X1991",3,1991
"2148","Bathyraja maculata","X1991",3,1991
"2149","Bathyraja smirnovi","X1991",3,1991
"2150","Bathyraja violacea","X1991",3,1991
"2151","Pleuronectiformes","X1991",1,1991
"2152","Citharichthys sp.","X1991",3,1991
"2153","Citharichthys sordidus","X1991",3,1991
"2154","Atheresthes stomias","X1991",3,1991
"2155","Atheresthes sp.","X1991",1,1991
"2156","Atheresthes evermanni","X1991",3,1991
"2157","Reinhardtius hippoglossoides","X1991",1,1991
"2158","Hippoglossus stenolepis","X1991",1,1991
"2159","Hippoglossoides sp.","X1991",1,1991
"2160","Hippoglossoides elassodon","X1991",2,1991
"2161","Hippoglossoides robustus","X1991",2,1991
"2162","Lyopsetta exilis","X1991",3,1991
"2163","Lyopsetta glacialis","X1991",3,1991
"2164","Parophrys vetulus","X1991",3,1991
"2165","Microstomus pacificus","X1991",1,1991
"2166","Glyptocephalus zachirus","X1991",1,1991
"2167","Limanda aspera","X1991",1,1991
"2168","Limanda proboscidea","X1991",1,1991
"2169","Limanda sakhalinensis","X1991",1,1991
"2170","Platichthys stellatus","X1991",1,1991
"2171","Platichthys stellatus X Pleuronectes quadrituberculatus.","X1991",1,1991
"2172","Psettichthys melanostictus","X1991",3,1991
"2173","Lepidopsetta sp.","X1991",1,1991
"2174","Lepidopsetta polyxystra","X1991",3,1991
"2175","Lepidopsetta bilineata","X1991",3,1991
"2176","Isopsetta isolepis","X1991",2,1991
"2177","Pleuronectes quadrituberculatus","X1991",1,1991
"2178","Pleuronichthys sp.","X1991",3,1991
"2179","Agonidae","X1991",1,1991
"2180","Pallasina barbata","X1991",1,1991
"2181","Percis japonicus","X1991",1,1991
"2182","Leptagonus sp.","X1991",2,1991
"2183","Leptagonus leptorhynchus","X1991",2,1991
"2184","Leptagonus frenatus","X1991",2,1991
"2185","Agonopsis vulsa","X1991",3,1991
"2186","Odontopyxis trispinosa","X1991",3,1991
"2187","Bathyagonus sp.","X1991",2,1991
"2188","Bathyagonus alascanus","X1991",2,1991
"2189","Bathyagonus infraspinatus","X1991",3,1991
"2190","Bathyagonus pentacanthus","X1991",3,1991
"2191","Bathyagonus nigripinnis","X1991",3,1991
"2192","Podothecus accipenserinus","X1991",1,1991
"2193","Podothecus veternus","X1991",3,1991
"2194","Aspidophoroides bartoni","X1991",1,1991
"2195","Aspidophoroides olriki","X1991",2,1991
"2196","Anoplagonus inermis","X1991",3,1991
"2197","Chesnonia verrucosa","X1991",3,1991
"2198","Occella dodecaedron","X1991",1,1991
"2199","Hypsagonus quadricornis","X1991",1,1991
"2200","Ammodytes hexapterus","X1991",1,1991
"2201","Anarrhichthys ocellatus","X1991",3,1991
"2202","Anarhichas orientalis","X1991",1,1991
"2203","Anoplopoma fimbria","X1991",1,1991
"2204","Aulorhynchus flavidus","X1991",3,1991
"2205","Bathymasteridae","X1991",2,1991
"2206","Ronquilus jordani","X1991",3,1991
"2207","Bathymaster signatus","X1991",1,1991
"2208","Clupea pallasi","X1991",1,1991
"2209","Alosa sapidissima","X1991",3,1991
"2210","Cottidae","X1991",1,1991
"2211","Icelinus borealis","X1991",3,1991
"2212","Gymnocanthus sp.","X1991",2,1991
"2213","Gymnocanthus pistilliger","X1991",3,1991
"2214","Gymnocanthus tricuspis","X1991",3,1991
"2215","Gymnocanthus galeatus","X1991",3,1991
"2216","Gymnocanthus detrisus","X1991",3,1991
"2217","Radulinus asprellus","X1991",3,1991
"2218","Artediellus sp.","X1991",2,1991
"2219","Artediellus miacanthus","X1991",3,1991
"2220","Artediellus pacificus","X1991",2,1991
"2221","Artediellus scaber","X1991",3,1991
"2222","Malacocottus sp.","X1991",1,1991
"2223","Malacocottus kincaidi","X1991",3,1991
"2224","Malacocottus zonurus","X1991",1,1991
"2225","Hemilepidotus sp.","X1991",1,1991
"2226","Hemilepidotus gilberti","X1991",3,1991
"2227","Hemilepidotus spinosus","X1991",3,1991
"2228","Hemilepidotus zapus","X1991",3,1991
"2229","Hemilepidotus hemilepidotus","X1991",1,1991
"2230","Hemilepidotus jordani","X1991",1,1991
"2231","Hemilepidotus papilio","X1991",2,1991
"2232","Triglops sp.","X1991",1,1991
"2233","Triglops forficata","X1991",1,1991
"2234","Triglops metopias","X1991",3,1991
"2235","Triglops scepticus","X1991",2,1991
"2236","Triglops pingeli","X1991",2,1991
"2237","Triglops macellus","X1991",2,1991
"2238","Microcottus sellaris","X1991",3,1991
"2239","Myoxocephalus verrucosus","X1991",3,1991
"2240","Myoxocephalus polyacanthocephalus","X1991",3,1991
"2241","Myoxocephalus jaok","X1991",3,1991
"2242","Myoxocephalus stelleri","X1991",3,1991
"2243","Myoxocephalus sp.","X1991",1,1991
"2244","Myoxocephalus quadricornis","X1991",3,1991
"2245","Myoxocephalus scorpioides","X1991",3,1991
"2246","Megalocottus platycephalus","X1991",3,1991
"2247","Leptocottus armatus","X1991",3,1991
"2248","Enophrys sp.","X1991",1,1991
"2249","Enophrys lucasi","X1991",3,1991
"2250","Enophrys diceraus","X1991",1,1991
"2251","Dasycottus setiger","X1991",1,1991
"2252","Psychrolutes paradoxus","X1991",1,1991
"2253","Psychrolutes phrictus","X1991",3,1991
"2254","Blepsias bilobus","X1991",1,1991
"2255","Nautichthys pribilovius","X1991",1,1991
"2256","Nautichthys oculofasciatus","X1991",3,1991
"2257","Hemitripterus bolini","X1991",1,1991
"2258","Eurymen gyrinus","X1991",1,1991
"2259","Icelus spiniger","X1991",1,1991
"2260","Icelus canaliculatus","X1991",3,1991
"2261","Icelus euryops","X1991",3,1991
"2262","Icelus spatula","X1991",1,1991
"2263","Icelus sp.","X1991",1,1991
"2264","Trichodon trichodon","X1991",1,1991
"2265","Microgadus proximus","X1991",3,1991
"2266","Gadus macrocephalus","X1991",1,1991
"2267","Boreogadus saida","X1991",3,1991
"2268","Eleginus gracilis","X1991",1,1991
"2269","Theragra chalcogramma","X1991",1,1991
"2270","Gasterosteus aculeatus","X1991",1,1991
"2271","Pungitius pungitius","X1991",1,1991
"2272","Hexagrammidae","X1991",1,1991
"2273","Pleurogrammus monopterygius","X1991",1,1991
"2274","Hexagrammos sp.","X1991",1,1991
"2275","Hexagrammos octogrammus","X1991",3,1991
"2276","Hexagrammos stelleri","X1991",1,1991
"2277","Hexagrammos lagocephalus","X1991",3,1991
"2278","Hexagrammos decagrammus","X1991",2,1991
"2279","Icosteus aenigmaticus","X1991",1,1991
"2280","Cyclopterinae","X1991",1,1991
"2281","Aptocyclus ventricosus","X1991",1,1991
"2282","Eumicrotremus birulai","X1991",3,1991
"2283","Eumicrotremus orbis","X1991",1,1991
"2284","Eumicrotremus derjugini","X1991",3,1991
"2285","Eumicrotremus andriashevi","X1991",3,1991
"2286","Eumicrotremus sp.","X1991",3,1991
"2287","Cyclopteropsis phrynoides","X1991",3,1991
"2288","Liparidinae","X1991",1,1991
"2289","Crystallichthys cyclospilus","X1991",1,1991
"2290","Liparis sp.","X1991",1,1991
"2291","Liparis fucensis","X1991",3,1991
