"","Taxon","variable","value","Year"
"2132","sand dollar unident.","X1985",1,1985
"2133","Echinarachnius parma","X1985",1,1985
"2134","Ophiuroid unident.","X1985",1,1985
"2135","Gorgonocephalus eucnemis","X1985",1,1985
"2136","Asteronyx loveni","X1985",1,1985
"2137","Ophiura sp.","X1985",3,1985
"2138","Ophiura sarsi","X1985",3,1985
"2139","Amphiophiura nodosa","X1985",3,1985
"2140","Ophiacantha sp.","X1985",3,1985
"2141","Ophiopholis sp.","X1985",3,1985
"2142","Ophiopholis aculeata","X1985",3,1985
"2143","Ophiolebes sp.","X1985",3,1985
"2144","Holothuroidea unident.","X1985",1,1985
"2145","Molpadia sp.","X1985",1,1985
"2146","Molpadia intermedia","X1985",2,1985
"2147","Pentamera lissoplaca","X1985",3,1985
"2148","Pentamera sp.","X1985",3,1985
"2149","Bathyplotes sp.","X1985",3,1985
"2150","Cucumaria sp.","X1985",1,1985
"2151","Cucumaria fallax","X1985",1,1985
"2152","Cucumaria frondosa","X1985",3,1985
"2153","Psolus sp.","X1985",1,1985
"2154","Psolus fabricii","X1985",3,1985
"2155","Psolus squamatus","X1985",3,1985
"2156","Synallactes challengeri","X1985",3,1985
"2157","Foraminifera","X1985",3,1985
"2158","Porifera","X1985",1,1985
"2159","vase sponge unident.","X1985",3,1985
"2160","Suberites sp.","X1985",1,1985
"2161","Suberites ficus","X1985",3,1985
"2162","Aphrocallistes vastus","X1985",3,1985
"2163","Mycale loveni","X1985",1,1985
"2164","Halichondria panicea","X1985",3,1985
"2165","Phakellia cribrosa","X1985",3,1985
"2166","scapula sponge","X1985",3,1985
"2167","Myxilla incrustans","X1985",3,1985
"2168","Leucosolenia blanca","X1985",3,1985
"2169","Tethya sp.","X1985",3,1985
"2170","stone sponge","X1985",3,1985
"2171","Polymastia fluegeli","X1985",3,1985
"2172","Latrunculia sp. A (Clark 2006)","X1985",3,1985
"2173","Hexactinellida","X1985",3,1985
"2174","Platyhelminthes","X1985",3,1985
"2175","Polycladida","X1985",3,1985
"2176","Nemertea","X1985",3,1985
"2177","Priapula","X1985",3,1985
"2178","Nematoda","X1985",3,1985
"2179","Sipuncula","X1985",2,1985
"2180","Echiura","X1985",3,1985
"2181","Phoronida","X1985",3,1985
"2182","Bryozoa unident.","X1985",2,1985
"2183","Leieschara orientalis","X1985",3,1985
"2184","bryozoan sp. A unident.","X1985",3,1985
"2185","Bugula californica","X1985",3,1985
"2186","Eucratea loricata","X1985",3,1985
"2187","Flustra serrulata","X1985",3,1985
"2188","Flustrellidra corniculata","X1985",3,1985
"2189","Alcyonidium pedunculatum","X1985",3,1985
"2190","Porella compressa","X1985",3,1985
"2191","Escharopsis sarsi","X1985",3,1985
"2192","Rhamphostomella costata","X1985",2,1985
"2193","Cellepora ventricosa","X1985",3,1985
"2194","Dendrobeania sp.","X1985",3,1985
"2195","brachiopod unident.","X1985",1,1985
"2196","Hemithyridae","X1985",3,1985
"2197","Laqueus californianus","X1985",3,1985
"2198","Ascidian unident.","X1985",1,1985
"2199","Ascidian n. sp. A","X1985",3,1985
"2200","Ascidian n. sp. B","X1985",3,1985
"2201","Thaliacea unident.","X1985",2,1985
"2202","Styela sp.","X1985",1,1985
"2203","Styela rustica","X1985",1,1985
"2204","Boltenia sp.","X1985",1,1985
"2205","Boltenia ovifera","X1985",1,1985
"2206","Halocynthia sp.","X1985",1,1985
"2207","Halocynthia aurantium","X1985",1,1985
"2208","Aplidium californicum","X1985",3,1985
"2209","compound ascidian unident.","X1985",1,1985
"2210","Amaroucium soldatovi","X1985",3,1985
"2211","Chelyosoma orientale","X1985",3,1985
"2212","Aplidium sp.","X1985",1,1985
"2213","Aplidium n. sp. a","X1985",3,1985
"2214","Synoicum sp.","X1985",3,1985
"2215","Molgula sp.","X1985",3,1985
"2216","Molgula grifithsii","X1985",3,1985
"2217","Molgula retortiformis","X1985",3,1985
"2218","invertebrate unident.","X1985",1,1985
"2219","invert. eggs unident.","X1985",1,1985
"2220","empty bivalve shells","X1985",1,1985
"2221","empty gastropod shells","X1985",1,1985
"2222","unsorted debris","X1985",1,1985
"2223","Polychaete tubes","X1985",1,1985
"2224","unsorted shab","X1985",1,1985
"2225","Hydrozoa","X1986",1,1986
"2226","hydroid unident.","X1986",2,1986
"2227","Hydroid sp. A","X1986",3,1986
"2228","Hydractinia sp.","X1986",3,1986
"2229","Sertularia robusta","X1986",3,1986
"2230","Scyphozoa","X1986",1,1986
"2231","Chrysaora sp.","X1986",1,1986
"2232","Chrysaora melanaster","X1986",1,1986
"2233","Phacellophora camtschatica","X1986",1,1986
"2234","Aequorea sp.","X1986",3,1986
"2235","Phacellophora sp.","X1986",1,1986
"2236","Aurelia sp.","X1986",1,1986
"2237","Aurelia labiata","X1986",3,1986
"2238","Cyanea sp.","X1986",1,1986
"2239","Cyanea capillata","X1986",1,1986
"2240","Anthozoa","X1986",2,1986
"2241","Alcyonacea","X1986",2,1986
"2242","Gersemia sp.","X1986",1,1986
"2243","Gersemia rubiformis","X1986",3,1986
"2244","Gorgonacea","X1986",2,1986
"2245","Paragorgia sp.","X1986",1,1986
"2246","Paragorgia arborea","X1986",2,1986
"2247","Pennatulacea","X1986",1,1986
"2248","Virgularia sp.","X1986",3,1986
"2249","Virgularidae","X1986",1,1986
"2250","Stylatula sp.","X1986",3,1986
"2251","Halipteris sp.","X1986",3,1986
"2252","Halipteris finmarchia","X1986",3,1986
"2253","Halipteris willemoesi","X1986",3,1986
"2254","Actiniaria","X1986",1,1986
"2255","Actinauge verrillii","X1986",3,1986
"2256","Metridium sp.","X1986",1,1986
"2257","Metridium senile","X1986",3,1986
"2258","Metridium farcimen (=Metridium giganteum)","X1986",3,1986
"2259","Stomphia didemon","X1986",3,1986
"2260","Stomphia sp.","X1986",3,1986
"2261","Stomphia coccinea","X1986",3,1986
"2262","Urticina sp.","X1986",3,1986
"2263","Urticina crassicornis","X1986",3,1986
"2264","Urticina lofotensis","X1986",3,1986
"2265","Urticina columbiana","X1986",3,1986
"2266","Bathyphelia australis","X1986",3,1986
"2267","Cribrinopsis fernaldi","X1986",3,1986
"2268","Liponema brevicornis","X1986",1,1986
"2269","Actinostolidae","X1986",1,1986
"2270","Scleractinia unident.","X1986",3,1986
"2271","Amphilaphis sp.","X1986",2,1986
"2272","Ctenophora","X1986",1,1986
"2273","Beroe sp.","X1986",3,1986
"2274","Polychaeta","X1986",1,1986
"2275","worm unident.","X1986",1,1986
"2276","Eunice valens","X1986",3,1986
"2277","tube worm unident.","X1986",1,1986
"2278","Aphroditidae","X1986",1,1986
"2279","Aphrodita sp.","X1986",1,1986
"2280","Aphrodita negligens","X1986",3,1986
"2281","Nephtyidae unident.","X1986",3,1986
"2282","Nereidae","X1986",3,1986
"2283","Nereis sp.","X1986",3,1986
"2284","Cheilonereis cyclurus","X1986",3,1986
"2285","Polynoidae","X1986",1,1986
"2286","Eunoe sp.","X1986",1,1986
"2287","Eunoe nodosa","X1986",2,1986
"2288","Eunoe depressa","X1986",2,1986
"2289","Sabellidae","X1986",3,1986
"2290","Serpula vermicularis","X1986",3,1986
"2291","Serpula columbiana","X1986",3,1986
"2292","Serpula sp.","X1986",3,1986
"2293","Hirudinea unident.","X1986",1,1986
"2294","Carcinobdella
sp.","X1986",3,1986
"2295","Notostombdella (=Carcinobdella) cyclostoma","X1986",3,1986
"2296","Amphipoda","X1986",1,1986
"2297","Gammaridae","X1986",1,1986
"2298","Caprella sp.","X1986",1,1986
"2299","Isopoda","X1986",1,1986
"2300","Saduria entomon","X1986",3,1986
"2301","Mysidacea","X1986",2,1986
"2302","Cirripedia","X1986",1,1986
"2303","Thoracica","X1986",1,1986
"2304","Balanus sp.","X1986",1,1986
"2305","Balanus balanus","X1986",3,1986
"2306","Balanus evermanni","X1986",3,1986
"2307","Balanus hesperius","X1986",3,1986
"2308","Balanus rostratus","X1986",3,1986
"2309","shrimp unident.","X1986",1,1986
"2310","Pandalidae","X1986",1,1986
"2311","Pandalus sp.","X1986",2,1986
"2312","Pandalus jordani","X1986",3,1986
"2313","Pandalus borealis","X1986",2,1986
"2314","Pandalus tridens","X1986",2,1986
"2315","Pandalus platyceros","X1986",2,1986
"2316","Pandalus goniurus","X1986",2,1986
"2317","Pandalus hypsinotus","X1986",2,1986
"2318","Pandalopsis dispar","X1986",3,1986
"2319","Hippolytidae","X1986",1,1986
"2320","Spirontocaris sp.","X1986",2,1986
"2321","Spirontocaris arcuata","X1986",2,1986
"2322","Spirontocaris lamellicornis","X1986",2,1986
"2323","Eualus sp.","X1986",2,1986
"2324","Eualus barbatus","X1986",3,1986
"2325","Eualus fabricii","X1986",3,1986
"2326","Eualus gaimardii","X1986",3,1986
"2327","Eualus macilentus","X1986",3,1986
"2328","Eualus suckleyi","X1986",3,1986
"2329","Lebbeus sp.","X1986",3,1986
"2330","Lebbeus groenlandicus","X1986",2,1986
"2331","Lebbeus polaris","X1986",3,1986
"2332","Crangonidae","X1986",1,1986
"2333","Crangon sp.","X1986",2,1986
"2334","Crangon abyssorum","X1986",3,1986
"2335","Crangon alaskensis","X1986",3,1986
"2336","Crangon communis","X1986",2,1986
"2337","Crangon dalli","X1986",2,1986
"2338","Crangon septemspinosa","X1986",2,1986
"2339","Lissocrangon stylirostris","X1986",3,1986
"2340","Sclerocrangon
sp.","X1986",3,1986
"2341","Sclerocrangon boreas","X1986",3,1986
"2342","Argis sp.","X1986",2,1986
"2343","Argis alaskensis","X1986",3,1986
"2344","Argis dentata","X1986",3,1986
"2345","Argis lar","X1986",3,1986
"2346","Argis crassa","X1986",3,1986
"2347","Argis levior","X1986",3,1986
"2348","crab unident.","X1986",1,1986
"2349","Cancer sp.","X1986",1,1986
"2350","Cancer magister","X1986",1,1986
"2351","Cancer oregonensis","X1986",1,1986
"2352","Cancer productus","X1986",3,1986
"2353","Oregonia gracilis","X1986",1,1986
"2354","Chionoecetes sp.","X1986",1,1986
"2355","Chionoecetes tanneri","X1986",1,1986
"2356","Chionoecetes bairdi","X1986",1,1986
"2357","Chionoecetes angulatus","X1986",1,1986
"2358","Chionoecetes opilio","X1986",1,1986
"2359","Chionoecetes
hybrid","X1986",1,1986
"2360","Hyas sp.","X1986",1,1986
"2361","Hyas coarctatus","X1986",1,1986
"2362","Hyas lyratus","X1986",1,1986
"2363","Telmessus cheiragonus","X1986",1,1986
"2364","Paguridae","X1986",1,1986
"2365","Labidochirus splendescens","X1986",1,1986
"2366","Pagurus sp.","X1986",1,1986
"2367","Pagurus brandti","X1986",3,1986
"2368","Pagurus aleuticus","X1986",2,1986
"2369","Pagurus confragosus","X1986",2,1986
"2370","Pagurus cornutus","X1986",2,1986
"2371","Pagurus dalli","X1986",2,1986
"2372","Pagurus kennerlyi","X1986",2,1986
"2373","Pagurus trigonocheirus","X1986",2,1986
"2374","Pagurus beringanus","X1986",2,1986
"2375","Pagurus ochotensis","X1986",2,1986
"2376","Pagurus rathbuni","X1986",2,1986
"2377","Pagurus tanneri","X1986",2,1986
"2378","Pagurus capillatus","X1986",2,1986
"2379","Elassochirus tenuimanus","X1986",2,1986
"2380","Elassochirus cavimanus","X1986",2,1986
"2381","Elassochirus gilli","X1986",3,1986
"2382","Lithodes aequispina","X1986",1,1986
"2383","Dermaturus mandti","X1986",1,1986
"2384","Hapalogaster sp.","X1986",1,1986
"2385","Hapalogaster grebnitzkii","X1986",1,1986
"2386","Phyllolithodes papillosus","X1986",3,1986
"2387","Paralithodes camtschaticus","X1986",1,1986
"2388","Paralithodes platypus","X1986",1,1986
"2389","Placetron wosnessenskii","X1986",1,1986
"2390","Erimacrus isenbeckii","X1986",1,1986
"2391","Pugettia sp.","X1986",3,1986
"2392","Pugettia gracilis","X1986",3,1986
"2393","Mollusca","X1986",1,1986
"2394","Polyplacophora unident.","X1986",1,1986
"2395","Amicula vestita","X1986",1,1986
"2396","Nudibranchia unident.","X1986",1,1986
"2397","Onchidoris bilamellata","X1986",3,1986
"2398","Tochuina tetraquetra","X1986",3,1986
"2399","Dendronotus sp.","X1986",3,1986
"2400","Dendronotus frondosus","X1986",3,1986
"2401","Dendronotus subramosus","X1986",3,1986
"2402","Chlamylla sp.","X1986",3,1986
"2403","Tritonia diomedea","X1986",3,1986
"2404","Tritonia sp.","X1986",3,1986
"2405","Anisodoris nobilis","X1986",3,1986
"2406","dorid nudibranch unident.","X1986",3,1986
"2407","Archidoris odhneri","X1986",3,1986
"2408","limpet unident.","X1986",3,1986
"2409","Gastropod unident.","X1986",1,1986
"2410","gastropod eggs","X1986",1,1986
"2411","Buccinum sp.
eggs","X1986",1,1986
"2412","Neptunea sp. eggs","X1986",1,1986
"2413","Asterophila japonica","X1986",3,1986
"2414","Naticidae","X1986",1,1986
"2415","Naticidae eggs","X1986",1,1986
"2416","Cryptonatica
sp.","X1986",3,1986
"2417","Cryptonatica aleutica","X1986",3,1986
"2418","Cryptonatica affinis","X1986",3,1986
"2419","Natica sp.","X1986",3,1986
"2420","Natica clausa","X1986",3,1986
"2421","Natica russa","X1986",3,1986
"2422","Euspira sp.","X1986",3,1986
"2423","Euspira lewisi","X1986",3,1986
"2424","Euspira pallidus","X1986",3,1986
"2425","Lamellaria sp.","X1986",3,1986
"2426","Onchidiopsis glacialis","X1986",3,1986
"2427","Onchidiopsis sp. B (Clark & McLean)","X1986",3,1986
"2428","Capulacmaea commoda","X1986",3,1986
"2429","Tachyrhynchus erosus","X1986",1,1986
"2430","Crepidula sp.","X1986",1,1986
"2431","Crepidula grandis","X1986",1,1986
"2432","Colus sp.","X1986",3,1986
"2433","Colus herendeenii","X1986",3,1986
"2434","Colus hypolispus","X1986",3,1986
"2435","Colus ombronius","X1986",3,1986
"2436","Colus roseus","X1986",3,1986
"2437","Colus esychus","X1986",3,1986
"2438","Colus spitzbergensis","X1986",3,1986
"2439","Colus aphelus","X1986",3,1986
"2440","Colus halli","X1986",3,1986
"2441","Colus datuzenbergii","X1986",3,1986
"2442","Colus bristolensis","X1986",3,1986
"2443","Pyrulofusus sp.","X1986",1,1986
"2444","Pyrulofusus deformis","X1986",1,1986
"2445","Pyrulofusus harpa","X1986",1,1986
"2446","Pyrulofusus melonis","X1986",1,1986
"2447","Volutopsius sp.","X1986",3,1986
"2448","Volutopsius sp. eggs","X1986",1,1986
"2449","Volutopsius fragilis","X1986",3,1986
"2450","Volutopsius filosus","X1986",3,1986
"2451","Volutopsius castaneus","X1986",3,1986
"2452","Volutopsius simplex","X1986",3,1986
"2453","Volutopsius stefanssoni","X1986",3,1986
"2454","Volutopsius middendorffii","X1986",3,1986
"2455","Volutopsius trophonius","X1986",3,1986
"2456","Volutopsius callorhinus","X1986",3,1986
"2457","Beringius sp.","X1986",3,1986
"2458","Beringius kennicottii","X1986",3,1986
"2459","Beringius frielei","X1986",3,1986
"2460","Beringius beringii","X1986",3,1986
"2461","Beringius stimpsoni","X1986",3,1986
"2462","Beringius crebricostatus","X1986",3,1986
"2463","Beringius undatus","X1986",3,1986
"2464","Neptunea sp.","X1986",3,1986
"2465","Neptunea amianta","X1986",3,1986
"2466","Neptunea smirnia","X1986",3,1986
"2467","Neptunea pribiloffensis","X1986",3,1986
"2468","Neptunea tabulata","X1986",3,1986
"2469","Neptunea borealis","X1986",3,1986
"2470","Neptunea lyrata","X1986",3,1986
"2471","Neptunea ventricosa","X1986",3,1986
"2472","Neptunea insularis","X1986",3,1986
"2473","Neptunea heros","X1986",3,1986
"2474","Neptunea magna","X1986",3,1986
"2475","Neptunea sp. D (Clark & McLean)","X1986",3,1986
"2476","Plicifusus sp.","X1986",3,1986
"2477","Plicifusus incisus","X1986",3,1986
"2478","Plicifusus kroyeri","X1986",3,1986
"2479","Plicifusus oceanodromae","X1986",3,1986
"2480","Plicifusus griseus","X1986",3,1986
"2481","Liomesus sp.","X1986",3,1986
"2482","Liomesus ooides","X1986",3,1986
"2483","Ancistrolepis sp.","X1986",3,1986
"2484","Antiplanes sp.","X1986",3,1986
"2485","Aforia sp.","X1986",1,1986
"2486","Aforia goodei","X1986",3,1986
"2487","Aforia circinata","X1986",1,1986
"2488","Boreoscala groenlandica","X1986",2,1986
"2489","Oenopota sp.","X1986",3,1986
"2490","Oenopota harpa","X1986",3,1986
"2491","Trichotropidae","X1986",3,1986
"2492","Trichotropis coronata","X1986",3,1986
"2493","Trichotropis bicarinata","X1986",3,1986
"2494","Boreotrophon beringi","X1986",3,1986
"2495","Boreotrophon alaskanus","X1986",3,1986
"2496","Boreotrophon coronatus","X1986",3,1986
"2497","Boreotrophon clathratus","X1986",3,1986
"2498","Boreotrophon sp.","X1986",3,1986
"2499","Boreotrophon pacificus","X1986",3,1986
"2500","Fusitriton oregonensis","X1986",1,1986
"2501","Fusitriton sp.","X1986",1,1986
"2502","trochid unident.","X1986",3,1986
"2503","Margarites sp.","X1986",3,1986
"2504","Margarites pupillus","X1986",3,1986
"2505","Margarites giganteus","X1986",3,1986
"2506","Margarites argentatus","X1986",3,1986
"2507","Margarites costalis","X1986",3,1986
"2508","Solariella obscura","X1986",3,1986
"2509","Buccinum sp.","X1986",1,1986
"2510","Buccinum angulosum","X1986",3,1986
"2511","Buccinum oedematum","X1986",3,1986
"2512","Buccinum plectrum","X1986",3,1986
"2513","Buccinum scalariforme","X1986",3,1986
"2514","Buccinum polare","X1986",3,1986
"2515","Buccinum solenum","X1986",3,1986
"2516","Buccinum ciliatum","X1986",3,1986
"2517","Buccinum glaciale","X1986",3,1986
"2518","Buccinum tenellum","X1986",3,1986
"2519","Buccinum tricarinatum","X1986",3,1986
"2520","Arctomelon sp.","X1986",3,1986
"2521","Arctomelon stearnsii","X1986",3,1986
"2522","Arctomelon tamikoae","X1986",3,1986
"2523","Volutomitra alaskana","X1986",3,1986
"2524","Velutina undata","X1986",3,1986
"2525","Velutina plicatilis","X1986",3,1986
"2526","Velutina conica","X1986",3,1986
"2527","Velutina prolongata","X1986",3,1986
"2528","Velutina velutina","X1986",3,1986
"2529","Velutina sp.","X1986",3,1986
"2530","Admete laevior","X1986",3,1986
"2531","Admete regina","X1986",3,1986
"2532","Cylichna alba","X1986",3,1986
"2533","Bivalvia unident.","X1986",1,1986
"2534","Mytilidae","X1986",1,1986
"2535","Modiolus modiolus","X1986",3,1986
"2536","Mytilus sp.","X1986",3,1986
"2537","Mytilus edulis","X1986",3,1986
"2538","Pectinid unident.","X1986",1,1986
"2539","Chlamys sp.","X1986",1,1986
"2540","Chlamys behringiana","X1986",3,1986
"2541","Chlamys rubida","X1986",3,1986
"2542","Chlamys pseudoislandica","X1986",3,1986
"2543","Patinopecten caurinus","X1986",1,1986
"2544","Parvamussium alaskense","X1986",3,1986
"2545","Cyclopecten sp.","X1986",3,1986
"2546","Hiatella sp.","X1986",3,1986
"2547","Hiatella arctica","X1986",3,1986
"2548","Panomya arctica","X1986",3,1986
"2549","Panomya norvegica","X1986",3,1986
"2550","Nucula tenuis","X1986",3,1986
"2551","Yoldia sp.","X1986",3,1986
"2552","Yoldia seminuda","X1986",3,1986
"2553","Yoldia myalis","X1986",3,1986
"2554","Yoldia thraciaeformis","X1986",3,1986
"2555","Yoldia hyperborea","X1986",3,1986
"2556","Portlandia sp.","X1986",3,1986
"2557","Nuculana sp.","X1986",3,1986
"2558","Nuculana pernula","X1986",3,1986
"2559","Nuculana fossa","X1986",3,1986
"2560","Nuculana buccata","X1986",3,1986
"2561","Musculus sp.","X1986",3,1986
"2562","Musculus niger","X1986",3,1986
"2563","Musculus discors","X1986",1,1986
"2564","Musculus olivaceus","X1986",3,1986
"2565","Crenella seminuda","X1986",3,1986
"2566","Astarte crenata","X1986",3,1986
"2567","Astarte sp.","X1986",3,1986
"2568","Astarte borealis","X1986",3,1986
"2569","Astarte polaris","X1986",3,1986
"2570","Tridonta rollandi","X1986",3,1986
"2571","Cardita sp.","X1986",3,1986
"2572","Carditidae","X1986",3,1986
"2573","Cyclocardia crassidens","X1986",3,1986
"2574","Cyclocardia crebricostata","X1986",3,1986
"2575","Cyclocardia sp.","X1986",3,1986
"2576","Kellia laperousii","X1986",3,1986
"2577","cockle unident.","X1986",3,1986
"2578","Clinocardium sp.","X1986",3,1986
"2579","Clinocardium nuttallii","X1986",3,1986
"2580","Clinocardium ciliatum","X1986",3,1986
"2581","Clinocardium californiense","X1986",3,1986
"2582","Clinocardium blandum","X1986",3,1986
"2583","Saxidomus nuttalli","X1986",3,1986
"2584","Saxidomus giganteus","X1986",3,1986
"2585","Protothaca staminea","X1986",3,1986
"2586","Liocyma fluctosa","X1986",3,1986
"2587","Mactromeris sp.","X1986",2,1986
"2588","Mactromeris polynyma","X1986",2,1986
"2589","Tellina sp.","X1986",2,1986
"2590","Tellina nuculoides","X1986",2,1986
"2591","Tellina lutea","X1986",2,1986
"2592","Macoma sp.","X1986",2,1986
"2593","Macoma nasuta","X1986",3,1986
"2594","Macoma calcarea","X1986",3,1986
"2595","Macoma brota","X1986",3,1986
"2596","Siliqua sp.","X1986",1,1986
"2597","Siliqua patula","X1986",3,1986
"2598","Siliqua alta","X1986",1,1986
"2599","Serripes sp.","X1986",1,1986
